longitude,latitude,main_street,cross_street,route_number,milepoint,owner,type
-85.7539258032954,38.2527140833892,LIBERTY,2ND,KY-1020,12.572,KYTC,1
-85.752528033464,38.2505988058887,1ST,MUHAMMAD ALI,,,METRO,1
-85.7503955151388,38.2576467150388,BINGHAM,WITHERSPOON,KY-3077,0.653,KYTC,1
-85.7716655416404,38.2568741960435,MARKET,13TH,US 31W,21.008,KYTC,1
-85.7719450331877,38.2554815730103,JEFFERSON,13TH,,,METRO,1
-85.7648035251488,38.2575403068728,MAIN,9TH,US 31W,21.473,KYTC,1
-85.7656029384903,38.2520354627589,ROY WILKINS,MUHAMMAD ALI,,,METRO,1
-85.8254916864101,38.2083596476634,CANE RUN,RALPH,KY-1934,10.09,KYTC,1
-85.8268755669023,38.2072903681798,CANE RUN,I 264 RAMP,KY-1934,9.96,KYTC,1
-85.8286285738975,38.2059708757052,CANE RUN,I 264 RAMP,KY-1934,9.84,KYTC,1
-85.7772065479697,38.1193462072539,NEW CUT,KY-841 RAMP,KY-1865,0.68,KYTC,1
-85.6969658815833,38.1568493976473,FERN VALLEY,PRESTON,KY-61,5.36,KYTC,1
-85.7991984734601,38.1812631197405,ANNA,MANSLICK,KY-1931,7.377,KYTC,1
-85.7041317384413,38.1664561721513,PRESTON,VINEWOOD,KY-61,6.13,KYTC,1
-85.6924803386361,38.1488069117624,OAKLAWN,PRESTON,KY-61,4.76,KYTC,1
-85.6737502311015,38.1379442994898,OUTER,LAUREL RIDGE,KY-1065,6.86,KYTC,1
-85.7023003366113,38.136723331654,OUTER,I 65 RAMP,KY-1065,5.18,KYTC,1
-85.766223751997,38.1815760423274,3RD,WOODLAWN,,,METRO,1
-85.748165237552,38.1192782096578,NATIONAL,KY-841 RAMP,KY-1020,3.0,KYTC,1
-85.8747405272069,38.1217364927443,JOHNSONTOWN,TERRY,KY-1727,1.04,KYTC,1
-85.8532142163843,38.1241899920172,DIXIE,WITTEN, US-31W,9.99,KYTC,1
-85.8619478472374,38.1781242929359,CANE RUN,TERRY,KY 1934,7.182,KYTC,1
-85.8852735972213,38.0657528039355,DIXIE,LANDSTAR,US 31W,5.4,KYTC,1
-85.8718716054075,38.1447265525084,GREENWOOD,TERRY,KY-1727,1.6,KYTC,1
-85.8593720034909,38.1798989115798,BRIDWELL,CANE RUN,KY-1934,7.37,KYTC,1
-85.7639503327732,38.2047539201787,CENTRAL,3RD,KY-1020,9.47,KYTC,1
-85.6715093288161,38.1569486340182,FERN VALLEY,JEFFERSON,KY-1747,3.33,KYTC,1
-85.6486448216432,38.1584558324897,POPLAR LEVEL,FERN VALLEY,KY-864,7.17,KYTC,1
-85.70762098834,38.1955300507042,POPLAR LEVEL,I 264 RAMP,KY-864,11.32,KYTC,1
-85.7337586040723,38.2541428158882,MAIN,WENZEL,US 31W,16.808,KYTC,1
-85.738037359291,38.2531894613979,MARKET,SHELBY,US 31W,16.936,KYTC,1
-85.7398112901488,38.2547959559131,E MAIN ST,S CLAY ST,US 31W,17.139,KYTC,1
-85.7016582339208,38.2583135023084,BROWNSBORO,EWING,US-42,1.846,KYTC,1
-85.6849169669158,38.2000981752867,GOLDSMITH,NEWBURG,KY-1703,2.0,KYTC,1
-85.7195493135919,38.2391855750169,CHEROKEE,GRINSTEAD,KY-2860,0.517,KYTC,1
-85.7408506545821,38.2369470970938,KENTUCKY,SHELBY,KY-864,14.95,KYTC,1
-85.7440877081331,38.2538365731174,JACKSON,MARKET,US 31W,17.265,KYTC,1
-85.7420656387223,38.2536325862591,HANCOCK,MARKET,US 31W,17.158,KYTC,1
-85.7365050113916,38.2502375773097,CAMPBELL,LIBERTY,,,METRO,1
-85.7468159269977,38.249984360106,PRESTON,MUHAMMAD ALI,KY-61,12.7,KYTC,1
-85.734485380235,38.2500190146863,LIBERTY,WENZEL,,,METRO,1
-85.7427887407331,38.249543790217,HANCOCK,MUHAMMAD ALI,,,METRO,1
-85.7545707871958,38.2485885962585,CHESTNUT,2ND,KY-1020,12.288,KYTC,1
-85.749236182185,38.2480133484121,CHESTNUT,FLOYD,,,METRO,1
-85.7359988486622,38.2465787242916,CHESTNUT,CHESTNUT STREET CONNECTOR,KY-864,15.596,KYTC,1
-85.7374845029317,38.2445406482305,BROADWAY,CAMPBELL,US 150,3.514,KYTC,1
-85.7458716600606,38.2554491864454,MAIN,PRESTON,US 31W,17.456,KYTC,1
-85.7214702478805,38.2588503626407,FRANKFORT,STORY,US-42,0.675,KYTC,1
-85.715517633748,38.2564325434087,FRANKFORT,STATE,US-60,0.237,KYTC,1
-85.7801300681897,38.227963276493,15TH,HILL,,,METRO,1
-85.7650947443548,38.2354597585715,OAK,7TH,,,METRO,1
-85.763651304534,38.2353269132304,OAK,6TH,,,METRO,1
-85.7586765246842,38.2540247737531,5TH,JEFFERSON,,,METRO,1
-85.7588093802853,38.2532528713145,5TH,LIBERTY,,,METRO,1
-85.7499131256242,38.2558977236654,E MAIN ST,N BROOK ST,US 31W,17.699,KYTC,1
-85.7724209066339,38.2527825450882,13TH,MUHAMMAD ALI,,,METRO,1
-85.7707322251601,38.2525978801313,12TH,MUHAMMAD ALI,,,METRO,1
-85.764732103338,38.2483762264182,8TH,MAGAZINE,,,METRO,1
-85.7909772685379,38.2693333440292,BANK,26TH,KY-3082,1.09,KYTC,1
-85.8350031338293,38.2011351410301,CANE RUN,KRAMERS,KY-1934,9.36,KYTC,1
-85.8330356140248,38.202622428262,CANE RUN,FARNSLEY,KY-1934,9.63,KYTC,1
-85.7277830519999,38.1918496905059,PRESTON,I 264 RAMP,KY-61,8.3,KYTC,1
-85.7648969452638,38.1911838169354,FLORENCE,3RD,I-264,0.65,KYTC,1
-85.8036031698082,38.1212170398541,ARNOLDTOWN,3RD STREET,KY-907,3.99,KYTC,1
-85.7479769633904,38.1166977252292,NATIONAL,KY-841 RAMP,KY-1020,3.01,KYTC,1
-85.6754364165141,38.1118453789544,PRESTON,I 265 RAMP,KY-61,2.02,KYTC,1
-85.7837655176979,38.1831162254236,BICKNELL,TAYLOR,KY-1865,5.285,KYTC,1
-85.7220614203727,38.1579863649024,FERN VALLEY,I 65 RAMP,KY-1747,0.55,KYTC,1
-85.7312898285816,38.1584427954363,ASHBOTTOM,GRADE,,,METRO,1
-85.7763567439422,38.1507989386615,NEW CUT,PALATKA,KY-1865,3.01,KYTC,1
-85.828483621721,38.1685515779809,DIXIE,UPPER HUNTERS, US-31W,13.27,KYTC,1
-85.8303099157447,38.1649262797445,DIXIE,MEYERS, US-31W,13.08,KYTC,1
-85.8493385319134,38.1586366075855,LOWER HUNTERS,SKY BLUE,,,METRO,1
-85.8864171333817,38.1469475348357,GREENWOOD,GREENBELT,KY-1934,4.44,KYTC,1
-85.8920294734554,38.0982128180782,LOWER RIVER,GREENBELT,KY-1934,1.03,KYTC,1
-85.6713367722744,38.1601097778968,POPLAR LEVEL,JEFFERSON,KY-864,8.05,KYTC,1
-85.7635492641349,38.2166736908784,4TH,UNITY,,,METRO,1
-85.7389989104239,38.2227124250573,BURNETT,HICKORY,,,METRO,3
-85.7598344417681,38.1616283183266,STEEDLY,STRAWBERRY,,,METRO,3
-85.7292745489718,38.2466472033004,BAXTER,HULL,US 31E,16.185,KYTC,2
-85.695511801383,38.225290990082,BARDSTOWN,PRINCETON,US 31E,,KYTC,2
-85.7494648291255,38.2467110360756,FLOYD,GRAY,,,METRO,3
-85.5410530553441,38.2486863850894,LEPANTO,MADISON,,,KYTC,3
-85.8943464250364,38.1107512639907,ASHBY,GREENBELT,KY-1934,1.9,KYTC,1
-85.7051723987096,38.2309221905519,BARDSTOWN,BONNYCASTLE,US 31E,,KYTC,2
-85.6100549715624,38.2652914963466,LYNDON,HERR,KY-2050,0.551,KYTC,3
-85.8036826009903,38.249741180851,BROADWAY,31ST,,,METRO,3
-85.7327657823192,38.2296755317455,ELLISON,ST MICHAEL,,,METRO,3
-85.6987420246372,38.226968375797,BARDSTOWN,RICHMOND,US 31E,13.966,KYTC,2
-85.7280848362439,38.2559532843831,CABEL,STORY,US 42 ,0.272,KYTC,3
-85.7605935753549,38.2527304178895,CEDAR,6TH,,,METRO,3
-85.7204232198642,38.238112786514,BARDSTOWN,GRINSTEAD,US 31E,16.185,KYTC,2
-85.7160161447845,38.235686325962,BARDSTOWN,LONGEST,US 31E,15.565,KYTC,2
-85.7723389487209,38.161327740807,3RD,KENWOOD,,,METRO,3
-85.5434996781177,38.2492196086532,OLD HARRODS CREEK,WILLOW STONE,,,KYTC,3
-85.6277379833176,38.145037077215,FEGENBUSH,NORLYNN,KY-864,5.182,KYTC,3
-85.7505670006143,38.2447662243028,FLOYD,JACOB,,,METRO,3
-85.7067289308915,38.2313120805494,BARDSTOWN,STEVENS,US 31E,14.5,KYTC,2
-85.7372940334399,38.2329219909094,OAK,SWAN,,,METRO,3
-85.7245156147329,38.2405313376962,BAXTER,HIGHLAND,US 31E,,KYTC,2
-85.7585485259116,38.2547164534353,COURT,5TH,,,METRO,3
-85.6272272742086,38.3084225725045,U S HIGHWAY 42,WOODSTONE,US-42,8.25,KYTC,3
-85.887521162262,38.1395638276929,GREENBELT,GLOBAL,KY-1934,3.908,KYTC,1
-85.6766737569319,38.1783673252048,INDIAN,JENNINGS,,,METRO,3
-85.8293072664296,38.2506130142883,BROADWAY,SHAWNEE PARK ENTRANCE,,,METRO,3
-85.7836584630904,38.2450646119875,BRECKINRIDGE,DIXIE,,,METRO,4
-85.7490442754536,38.2491135018625,FLOYD,ABRAHAM FLEXNER,,,METRO,3
-85.7042380194099,38.2304928088053,BARDSTOWN,BONNYCASTLE,US 31E,,KYTC,2
-85.7647962867233,38.2519408892415,8TH,MUHAMMAD ALI,,,METRO,3
-85.7001317741198,38.2278545147864,BARDSTOWN,ROANOKE,US 31E,,KYTC,2
-85.8052590011876,38.1727166590949,ESTATE,GAGEL,,,METRO,3
-85.5364186484776,38.2594350958964,EVERGREEN,WOODLAND,,,METRO,3
-85.7253795580811,38.2416700831209,BAXTER,MORTON,US 31E,15.738,KYTC,2
-85.6894507944637,38.1293035385233,BLUE LICK,FOREMAN,KY-1450,3.1,KYTC,1
-85.7011025928633,38.22848097989,BARDSTOWN,SPEED,US 31E,,KYTC,2
-85.7602128938264,38.2548649003905,CONGRESS,COURT,,,METRO,3
-85.7593652280428,38.1055498369004,MANSLICK,MITCHELL HILL,KY-2055,1.416,KYTC,3
-85.7239710401501,38.254128398109,MAIN,MELLWOOD,US 42,0.459,KYTC,3
-85.8012012237063,38.2305637930331,HILL,28TH,,,METRO,3
-85.7116004678236,38.233254499101,BARDSTOWN,EDGELAND,US 31E,,KYTC,2
-85.6963214829521,38.2256433297368,BARDSTOWN,BOULEVARD NAPOLEON,US 31E,,KYTC,2
-85.8073501865495,38.2555617278827,LOUIS COLEMAN JR,VERMONT,,,METRO,3
-85.7195613739217,38.2604618898687,BROWNSBORO,STORY,US 42,0.83,KYTC,3
-85.7450383986498,38.2483945086779,CHESTNUT,JACKSON,KY 61,12.486,KYTC,3
-85.6976199257629,38.2262570855858,ALFRESCO,BARDSTOWN,US 31E,,KYTC,2
-85.7144790102288,38.2348418338262,BARDSTOWN,CHEROKEE,US 31E,,KYTC,2
-85.6123065900984,38.2688142881853,HERR,WESTLYNNE,,,METRO,3
-85.8853669037762,38.1013380408384,JANNA,MARILEE,,,METRO,3
-85.6679139438455,38.2982372995329,RIVER,WATERGLEN,,,METRO,3
-85.7285353793857,38.2457024607725,BAXTER,ROGERS,US 31E,16.185,KYTC,2
-85.7292284153429,38.2493835067114,COOPER,LEXINGTON,,,METRO,4
-85.7264535368426,38.2430250348384,BAXTER,BRECKINRIDGE,US 31E,16.185,KYTC,2
-85.7015658522744,38.2287833175023,BARDSTOWN,DEER PARK,US 31E,14.174,KYTC,2
-85.7100131317791,38.2323798047445,BARDSTOWN,EASTERN,US 31E,,KYTC,2
-85.5702878686248,38.167621917563,BILLTOWN,MARY DELL,KY-1819,,KYTC,3
-85.5297115774621,38.229213429657,ELLINGSWORTH,TUCKER STATION,,,METRO,3
-85.719270956101,38.2374750715636,BARDSTOWN,PATTERSON,US 31E,15.3,KYTC,2
-85.7178496991632,38.2366962137867,BARDSTOWN,BEECHWOOD,US 31E,,KYTC,2
-85.7274264191204,38.2442760120502,BAXTER,BROADWAY,US 31E,16.185,KYTC,2
-85.8647141001222,38.0876512847921,DEERING HEIGHTS,WOODRIDGE,,,KYTC,3
-85.6514048710067,38.2525714020191,FAIRFAX,SHELBYVILLE,US-60,3.8,KYTC,3
-85.7237597922785,38.2399430307035,BARDSTOWN,BAXTER,US 31E,,KYTC,2
-85.7241678195866,38.2402153589623,BARDSTOWN,BAXTER,US 31E,,KYTC,2
-85.7130809690377,38.2340703554777,BARDSTOWN,MIDLAND,US 31E,14.897,KYTC,2
-85.8136294597597,38.2573767963455,AMY,MUHAMMAD ALI,,,METRO,3
-85.7180808737716,38.2602946819187,BROWNSBORO,MELLWOOD,US 42,0.9,KYTC,3
-85.7589383442556,38.2429982472317,GOLDEN RULE,4TH,,,METRO,3
-85.7738612668632,38.2348550261148,ORMSBY,12TH,,,KYTC,3
-85.5584171880988,38.2531957596948,DORSEY,WATERLOO,,,KYTC,3
-85.7932536138457,38.2214249065694,BERNHEIM,DIXIE,US 31,17.51,KYTC,3
-85.7086174058529,38.231740753245,BARDSTOWN,SHERWOOD,US 31E,,KYTC,2
-85.638462374442,38.2319981256642,BRECKENRIDGE LN,DUTCHMANS LN,KY-1932,3.8,KYTC,1
-85.811512023918,38.1872921439157,DIXIE HWY,I 264 WEST RAMP,US-31W,14.96,KYTC,1
-85.519245219639,38.1874677843891,TAYLORSVILLE RD,PLEASANT GLEN DR,KY-155,6.625,KYTC,1
-85.5558410364876,38.086650294306,BARDSTOWN RD,BROAD RUN PKY,US-31E,0.787,KYTC,1
-85.5656197455865,38.1007037228464,BARDSTOWN RD,THIXTON LN,US-31E,1.925,KYTC,1
-85.7535417086318,38.2548775666529,MARKET ST,S 2ND ST,US-31W,22.035,KYTC,1
-85.502956803901,38.2692603640584,OLD HENRY RD,I 265 SB RAMP,KY-3084,1.038,KYTC,1
-85.5357485183874,38.186034877007,TAYLORSVILLE RD,OLD HEADY RD,KY-155,7.55,KYTC,1
-85.6086640437575,38.2742948818017,WESTPORT RD,ORMSBY LN,KY-1447,3.04,KYTC,1
-85.5466714248327,38.1477681748832,BILLTOWN RD,I 265 RAMP,KY-1819,5.29,KYTC,1
-85.4957218454836,38.2719824490832,OLD HENRY RD,TERRA CROSSING BLVD,KY-3084,1.48,KYTC,1
-85.5510472221127,38.2968546020153,WESTPORT RD,I 265 RAMP,KY-1447,6.47,KYTC,1
-85.6145171731931,38.1258081945148,BEULAH CHURCH RD,I 265 RAMP,KY-864,3.45,KYTC,1
-85.6979417389295,38.2757337568864,ZORN AVE,I 71 RAMP,,,KYTC,1
